AREACD,Period,Gross value added in pounds (million)
S01008436,2001,4.508
S01008437,2001,7.126
S01008438,2001,6.8
S01008439,2001,5.705
S01008440,2001,4.994
S01008441,2001,4.863
S01008442,2001,9.362
S01008443,2001,3.644
S01008444,2001,3.98
S01008445,2001,3.304
S01008446,2001,3.98
S01008447,2001,7.486
S01008448,2001,3.197
S01008449,2001,3.429
S01008450,2001,1.531
S01008451,2001,0.455
S01008452,2001,0.455
S01008453,2001,0.455
S01008454,2001,4.933
S01008455,2001,12.71
S01008456,2001,1.091
S01008457,2001,1.091
S01008458,2001,5.616
S01008459,2001,14.495
S01008460,2001,0.681
S01008461,2001,5.081
S01008462,2001,1.594
S01008463,2001,1.645
S01008464,2001,2.005
S01008465,2001,1.414
S01008466,2001,2.47
S01008467,2001,0.162
S01008468,2001,71.445
S01008469,2001,1.969
S01008470,2001,1.942
S01008471,2001,1.248
S01008472,2001,71.445
S01008473,2001,2.846
S01008474,2001,1.133
S01008475,2001,1.056
S01008476,2001,1.083
S01008477,2001,1.141
S01008478,2001,5.867
S01008479,2001,2.189
S01008480,2001,2.527
S01008481,2001,7.943
S01008482,2001,14.762
S01008483,2001,1.573
S01008484,2001,7.943
S01008485,2001,7.943
S01008486,2001,3.889
S01008487,2001,42.114
S01008488,2001,13.722
S01008489,2001,1.722
S01008490,2001,2.943
S01008491,2001,13.722
S01008492,2001,5.828
S01008493,2001,124.958
S01008494,2001,124.958
S01008495,2001,4.411
S01008496,2001,1.856
S01008497,2001,13.564
S01008498,2001,8.312
S01008499,2001,12.02
S01008500,2001,1.336
S01008501,2001,1.659
S01008502,2001,1.095
S01008503,2001,2.811
S01008504,2001,2.917
S01008505,2001,3.443
S01008506,2001,6.752
S01008507,2001,4.495
S01008508,2001,4.024
S01008509,2001,5.103
S01008510,2001,7.944
S01008511,2001,14.749
S01008512,2001,5.068
S01008513,2001,1.245
S01008514,2001,20.602
S01008515,2001,3.673
S01008516,2001,3.902
S01008517,2001,20.602
S01008518,2001,4.325
S01008519,2001,2.975
S01008520,2001,5.953
S01008521,2001,6.582
S01008522,2001,5.717
S01008523,2001,4.139
S01008524,2001,0.165
S01008525,2001,2.727
S01008526,2001,11.622
S01008527,2001,1.572
S01008528,2001,1.592
S01008529,2001,2.068
S01008530,2001,1.614
S01008531,2001,2.209
S01008532,2001,1.603
S01008533,2001,6.271
S01008534,2001,0.734
S01008535,2001,3.833
S01008536,2001,3.013
S01008537,2001,3.235
S01008538,2001,3.833
S01008539,2001,5.159
S01008540,2001,0.651
S01008541,2001,1.091
S01008542,2001,111.454
S01008543,2001,4.766
S01008544,2001,2.13
S01008545,2001,10.344
S01008546,2001,11.987
S01008547,2001,2.305
S01008548,2001,2.335
S01008549,2001,4.735
S01008550,2001,3.45
S01008551,2001,8.321
S01008552,2001,2.427
S01008553,2001,5.136
S01008554,2001,2.273
S01008555,2001,1.368
S01008556,2001,0.656
S01008557,2001,15.955
S01008558,2001,3.479
S01008559,2001,1.33
S01008560,2001,1.322
S01008561,2001,1.702
S01008562,2001,2.954
S01008563,2001,2.841
S01008564,2001,1.505
S01008565,2001,3.534
S01008566,2001,1.394
S01008567,2001,3.065
S01008568,2001,6.059
S01008569,2001,2.385
S01008570,2001,0.08
S01008571,2001,6.973
S01008572,2001,5.598
S01008573,2001,2.579
S01008574,2001,4.807
S01008575,2001,12.919
S01008576,2001,6.016
S01008577,2001,4.114
S01008578,2001,6.746
S01008579,2001,22.726
S01008580,2001,4.332
S01008581,2001,2.525
S01008582,2001,2.029
S01008583,2001,1.788
S01008584,2001,1.317
S01008585,2001,2.698
S01008586,2001,1.916
S01008587,2001,99.715
S01008588,2001,5.523
S01008589,2001,2.409
S01008590,2001,3.888
S01008591,2001,3.28
S01008592,2001,3.336
S01008593,2001,4.197
S01008594,2001,8.295
S01008595,2001,29.892
S01008596,2001,1.956
S01008597,2001,2.064
S01008598,2001,4.086
S01008599,2001,2.623
S01008600,2001,7.922
S01008601,2001,48.439
S01008602,2001,2.503
S01008603,2001,4.325
S01008604,2001,11.783
S01008605,2001,10.456
S01008606,2001,3.722
S01008607,2001,4.616
S01008608,2001,8.014
S01008609,2001,5.538
S01008610,2001,4.952
S01008611,2001,24.391
S01008612,2001,2.76
S01008613,2001,24.391
S01008614,2001,2.864
S01008615,2001,4.725
S01008616,2001,3.689
S01008617,2001,4.235
S01008618,2001,3.92
S01008619,2001,3.323
S01008620,2001,4.37
S01008621,2001,3.598
S01008622,2001,3.554
S01008623,2001,13.344
S01008624,2001,25.803
S01008625,2001,7.212
S01008626,2001,9.196
S01008627,2001,3.917
S01008628,2001,10.508
S01008629,2001,5.299
S01008630,2001,25.803
S01008631,2001,4.023
S01008632,2001,8.841
S01008633,2001,20.624
S01008634,2001,3.494
S01008635,2001,22.85
S01008636,2001,28.569
S01008637,2001,7.224
S01008638,2001,3.267
S01008639,2001,9.963
S01008640,2001,5.708
S01008641,2001,6.003
S01008642,2001,7.476
S01008643,2001,4.833
S01008644,2001,4.335
S01008645,2001,0.491
S01008646,2001,3.395
S01008647,2001,3.015
S01008648,2001,2.462
S01008649,2001,1.677
S01008650,2001,2.162
S01008651,2001,15.826
S01008652,2001,13.871
S01008653,2001,7.874
S01008654,2001,3.565
S01008655,2001,9.449
S01008656,2001,2.387
S01008657,2001,2.359
S01008658,2001,1.395
S01008659,2001,142.581
S01008660,2001,279.103
S01008661,2001,27.124
S01008662,2001,3.736
S01008663,2001,26.183
S01008664,2001,2.184
S01008665,2001,30.262
S01008666,2001,2.17
S01008667,2001,17.068
S01008668,2001,7.389
S01008669,2001,3.033
S01008670,2001,6.395
S01008671,2001,3.632
S01008672,2001,5.79
S01008673,2001,154.691
S01008674,2001,42.651
S01008675,2001,29.199
S01008676,2001,346.039
S01008677,2001,421.385
S01008678,2001,51.628
S01008679,2001,122.574
S01008680,2001,11.421
S01008681,2001,4.246
S01008682,2001,9.546
S01008683,2001,12.853
S01008684,2001,44.238
S01008685,2001,29.855
S01008686,2001,10.814
S01008687,2001,1.505
S01008688,2001,4.039
S01008689,2001,3.607
S01008690,2001,11.394
S01008691,2001,5.228
S01008692,2001,1.544
S01008693,2001,3.181
S01008694,2001,4.337
S01008695,2001,19.975
S01008696,2001,1.965
S01008697,2001,2.982
S01008698,2001,3.594
S01008699,2001,2.884
S01008700,2001,19.975
S01008701,2001,42.684
S01008702,2001,5.548
S01008703,2001,0.415
S01008704,2001,174.357
S01008705,2001,8.78
S01008706,2001,21.495
S01008707,2001,0.192
S01008708,2001,1.822
S01008709,2001,0.025
S01008710,2001,2.119
S01008711,2001,3.319
S01008712,2001,3.582
S01008713,2001,0.031
S01008714,2001,1.095
S01008715,2001,3.517
S01008716,2001,1.848
S01008717,2001,9.551
S01008718,2001,2.485
S01008719,2001,9.551
S01008720,2001,52.458
S01008721,2001,0.102
S01008722,2001,1.832
S01008723,2001,12.12
S01008724,2001,5.146
S01008725,2001,4.501
S01008726,2001,2.45
S01008727,2001,3.809
S01008728,2001,4.084
S01008729,2001,3.527
S01008730,2001,7.211
S01008731,2001,3.305
S01008732,2001,3.319
S01008733,2001,57.013
S01008734,2001,13.539
S01008735,2001,3.752
S01008736,2001,3.879
S01008737,2001,4.549
S01008738,2001,4.465
S01008739,2001,11.693
S01008740,2001,11.693
S01008741,2001,0.049
S01008742,2001,11.211
S01008743,2001,3.269
S01008744,2001,1.561
S01008745,2001,1.995
S01008746,2001,2.651
S01008747,2001,25.855
S01008748,2001,2.564
S01008749,2001,5.327
S01008750,2001,4.301
S01008751,2001,1.447
S01008752,2001,3.502
S01008753,2001,0.991
S01008754,2001,1.088
S01008755,2001,3.034
S01008756,2001,2.153
S01008757,2001,0.801
S01008758,2001,0.034
S01008759,2001,1.809
S01008760,2001,2.499
S01008761,2001,1.077
S01008762,2001,2.254
S01008763,2001,2.0
S01008764,2001,2.137
S01008765,2001,2.69
S01008766,2001,3.279
S01008767,2001,2.22
S01008768,2001,113.602
S01008769,2001,42.795
S01008770,2001,5.746
S01008771,2001,5.569
S01008772,2001,4.125
S01008773,2001,7.433
S01008774,2001,5.412
S01008775,2001,3.002
S01008776,2001,4.952
S01008777,2001,7.026
S01008778,2001,50.906
S01008779,2001,20.904
S01008780,2001,13.377
S01008781,2001,2.668
S01008782,2001,25.675
S01008783,2001,7.858
S01008784,2001,21.716
S01008785,2001,18.53
S01008786,2001,10.271
S01008787,2001,3.955
S01008788,2001,3.955
S01008789,2001,12.349
S01008790,2001,10.94
S01008791,2001,12.014
S01008792,2001,19.374
S01008793,2001,5.71
S01008794,2001,5.71
S01008795,2001,2.171
S01008796,2001,7.185
S01008797,2001,3.127
S01008798,2001,3.154
S01008799,2001,5.486
S01008800,2001,9.186
S01008801,2001,2.746
S01008802,2001,10.548
S01008803,2001,2.667
S01008804,2001,10.548
S01008805,2001,3.28
S01008806,2001,28.847
S01008807,2001,3.695
S01008808,2001,2.466
S01008809,2001,43.316
S01008810,2001,3.64
S01008811,2001,5.803
S01008812,2001,4.8
S01008813,2001,1.858
S01008814,2001,2.842
S01008815,2001,3.109
S01008816,2001,8.894
S01008817,2001,20.698
S01008818,2001,9.033
S01008819,2001,3.865
S01008820,2001,7.512
S01008821,2001,4.923
S01008822,2001,3.353
S01008823,2001,6.264
S01008824,2001,7.155
S01008825,2001,3.249
S01008826,2001,3.964
S01008827,2001,2.441
S01008828,2001,12.549
S01008829,2001,3.449
S01008830,2001,3.758
S01008831,2001,6.236
S01008832,2001,7.463
S01008833,2001,6.141
S01008834,2001,11.075
S01008835,2001,3.803
S01008836,2001,3.208
S01008837,2001,14.487
S01008838,2001,47.952
S01008839,2001,3.168
S01008840,2001,2.176
S01008841,2001,12.332
S01008842,2001,2.641
S01008843,2001,5.232
S01008844,2001,2.835
S01008845,2001,42.342
S01008846,2001,28.145
S01008847,2001,21.649
S01008848,2001,8.868
S01008849,2001,196.579
S01008850,2001,18.412
S01008851,2001,15.171
S01008852,2001,57.02
S01008853,2001,2.405
S01008854,2001,8.294
S01008855,2001,25.165
S01008856,2001,12.691
S01008857,2001,30.738
S01008858,2001,3.922
S01008859,2001,7.927
S01008860,2001,6.299
S01008861,2001,10.202
S01008862,2001,6.544
S01008863,2001,6.636
S01008864,2001,22.209
S01008865,2001,8.01
S01008866,2001,4.423
S01008867,2001,3.988
S01008868,2001,598.706
S01008869,2001,40.453
S01008870,2001,11.301
S01008871,2001,27.978
S01008872,2001,150.937
S01008873,2001,7.745
S01008874,2001,150.937
S01008875,2001,8.061
S01008876,2001,12.35
S01008877,2001,3.501
S01008878,2001,3.434
S01008879,2001,1.784
S01008880,2001,2.978
S01008881,2001,8.652
S01008882,2001,19.343
S01008883,2001,8.137
S01008884,2001,8.343
S01008885,2001,4.238
S01008886,2001,146.29
S01008887,2001,32.99
S01008888,2001,3.015
S01008889,2001,231.824
S01008890,2001,79.213
S01008891,2001,22.026
S01008892,2001,7.938
S01008893,2001,5.448
S01008894,2001,14.117
S01008895,2001,8.849
S01008896,2001,6.624
S01008897,2001,5.008
S01008898,2001,6.372
S01008899,2001,0.038
S01008900,2001,2.642
S01008901,2001,2.191
S01008902,2001,4.127
S01008903,2001,6.214
S01008904,2001,1.914
S01008905,2001,6.883
S01008906,2001,1.79
S01008907,2001,1.79
S01008908,2001,0.145
S01008909,2001,2.159
S01008910,2001,1.292
S01008911,2001,176.982
S01008912,2001,2.119
S01008913,2001,2.747
S01008914,2001,176.982
S01008915,2001,2.271
S01008916,2001,0.439
S01008917,2001,2.327
S01008918,2001,0.439
S01008919,2001,0.439
S01008920,2001,30.531
S01008921,2001,15.958
S01008922,2001,1.314
S01008923,2001,0.507
S01008924,2001,0.165
S01008925,2001,1.574
S01008926,2001,1.089
S01008927,2001,1.574
S01008928,2001,114.432
S01008929,2001,3.872
S01008930,2001,2.673
S01008931,2001,2.939
S01008932,2001,1.066
S01008933,2001,0.039
S01008934,2001,0.277
S01008935,2001,1.554
S01008936,2001,4.614
S01008937,2001,5.341
S01008938,2001,1.554
S01008939,2001,4.115
S01008940,2001,20.867
S01008941,2001,7.32
S01008942,2001,5.879
S01008943,2001,4.402
S01008944,2001,2.907
S01008945,2001,3.186
S01008946,2001,5.552
S01008947,2001,2.977
S01008948,2001,3.719
S01008949,2001,2.734
S01008950,2001,2.113
S01008951,2001,2.135
S01008952,2001,0.959
S01008953,2001,2.112
S01008954,2001,2.298
S01008955,2001,1.849
S01008956,2001,1.602
S01008957,2001,2.021
S01008958,2001,5.129
S01008959,2001,2.002
S01008960,2001,6.78
S01008961,2001,2.885
S01008962,2001,1.948
S01008963,2001,2.692
S01008964,2001,5.826
S01008965,2001,4.683
S01008966,2001,3.678
S01008967,2001,3.742
S01008968,2001,3.515
S01008969,2001,8.712
S01008970,2001,9.453
S01008971,2001,3.356
S01008972,2001,5.578
S01008973,2001,34.312
S01008974,2001,14.077
S01008975,2001,14.886
S01008976,2001,1.677
S01008977,2001,1.736
S01008978,2001,3.957
S01008979,2001,1.541
S01008980,2001,1.736
S01008981,2001,2.98
S01008982,2001,3.909
S01008983,2001,2.512
S01008984,2001,1.214
S01008985,2001,5.731
S01008986,2001,1.794
S01008987,2001,4.053
S01008988,2001,33.985
S01008989,2001,2.388
S01008990,2001,288.202
S01008991,2001,1.935
S01008992,2001,1689.817
S01008993,2001,157.12
S01008994,2001,3.396
S01008995,2001,3.438
S01008996,2001,33.873
S01008997,2001,143.192
S01008998,2001,2.196
S01008999,2001,2.264
S01009000,2001,6.43
S01009001,2001,4.204
S01009002,2001,14.463
S01009003,2001,18.02
S01009004,2001,2.206
S01009005,2001,14.625
S01009006,2001,3.929
S01009007,2001,1.865
S01009008,2001,6.458
S01009009,2001,3.3
S01009010,2001,18.738
S01009011,2001,18.738
S01009012,2001,2.435
S01009013,2001,2.016
S01012019,2001,4.23
S01012020,2001,2.459
S01012021,2001,0.114
S01012022,2001,2.387
S01012023,2001,8.577
S01012024,2001,4.382
S01012025,2001,4.448
S01012026,2001,1.56
S01012027,2001,25.169
S01012028,2001,1.702
S01012029,2001,414.15
S01012030,2001,16.105
S01012031,2001,6.617
S01012032,2001,1.981
S01012033,2001,3.096
S01012034,2001,2.067
S01012035,2001,2.227
S01012036,2001,1.382
S01012037,2001,5.55
S01012038,2001,1.629
S01012039,2001,1.129
S01012040,2001,4.383
S01012041,2001,1.692
S01012042,2001,1.813
S01012043,2001,16.074
S01012044,2001,1.789
S01012045,2001,7.39
S01012046,2001,11.713
S01012047,2001,5.736
S01012048,2001,30.238
S01012049,2001,1.65
S01012050,2001,0.73
S01012051,2001,40.307
S01012052,2001,4.254
S01012053,2001,2.503
S01012054,2001,0.594
S01012055,2001,0.595
S01012056,2001,1.272
S01012057,2001,1.956
S01012058,2001,3.27
S01012059,2001,1.378
S01012060,2001,0.802
S01012061,2001,4.831
S01012062,2001,104.087
S01012063,2001,0.865
S01012064,2001,0.221
S01012065,2001,0.221
S01012066,2001,0.221
S01012067,2001,1.82
S01012068,2001,2.838
S01012069,2001,24.944
S01012070,2001,1.463
S01012071,2001,5.899
S01012072,2001,5.676
S01012073,2001,3.103
S01012074,2001,2.414
S01012075,2001,2.885
S01012076,2001,4.668
S01012077,2001,0.756
S01012078,2001,13.187
S01012079,2001,2.59
S01012080,2001,2.168
S01012081,2001,0.721
S01012082,2001,1.524
S01012083,2001,0.748
S01012084,2001,0.752
S01012085,2001,1.429
S01012086,2001,0.961
S01012087,2001,0.748
S01012088,2001,5.082
S01012089,2001,4.802
S01012090,2001,5.082
S01012091,2001,1.437
S01012092,2001,1.168
S01012093,2001,1.724
S01012094,2001,1.057
S01012095,2001,2.475
S01012096,2001,5.807
S01012097,2001,0.762
S01012098,2001,0.753
S01012099,2001,5.807
S01012100,2001,0.643
S01012101,2001,3.089
S01012102,2001,3.919
S01012103,2001,3.089
S01012104,2001,3.679
S01012105,2001,50.716
S01012106,2001,3.32
S01012107,2001,50.716
S01012108,2001,3.546
S01012109,2001,5.748
S01012110,2001,6.628
S01012111,2001,0.799
S01012112,2001,1.533
S01012113,2001,0.816
S01012114,2001,1.533
S01012115,2001,0.742
S01012116,2001,1.978
S01012117,2001,6.281
S01012118,2001,2.218
S01012119,2001,1.754
S01012120,2001,39.096
S01012121,2001,1.267
S01012122,2001,1.148
S01012123,2001,1.037
S01012124,2001,0.714
S01012125,2001,0.882
S01012126,2001,31.961
S01012127,2001,147.592
S01012128,2001,11.871
S01012129,2001,3.649
S01012130,2001,5.862
S01012131,2001,31.961
S01012132,2001,9.034
S01012133,2001,1.353
S01012134,2001,5.928
S01012135,2001,4.62
S01012136,2001,0.595
S01012137,2001,20.276
S01012138,2001,2.169
S01012139,2001,0.905
S01012140,2001,1.231
S01012141,2001,3.318
S01012142,2001,2.087
S01012143,2001,2.936
S01012144,2001,2.511
S01012145,2001,2.417
S01012146,2001,1.662
S01012147,2001,0.584
S01012148,2001,0.344
S01012149,2001,94.397
S01012150,2001,1.753
S01012151,2001,0.89
S01012152,2001,0.344
S01012153,2001,47.316
S01012154,2001,9.014
S01012155,2001,42.448
S01012156,2001,8.626
S01012157,2001,1.406
S01012158,2001,275.14
S01012159,2001,8.945
S01012160,2001,1.603
S01012161,2001,1.399
S01012162,2001,24.733
S01012163,2001,8.112
S01012164,2001,1.293
S01012165,2001,2.269
S01012166,2001,1.118
S01012167,2001,0.248
S01012168,2001,0.675
S01012169,2001,4.567
S01012170,2001,1.682
S01012171,2001,0.854
S01012172,2001,0.614
S01012173,2001,3.803
S01012174,2001,5.9
S01012175,2001,2.231
S01012176,2001,0.964
S01012177,2001,1.324
S01012178,2001,0.083
S01012179,2001,0.521
S01012180,2001,4.534
S01012181,2001,6.319
S01012182,2001,471.79
S01012183,2001,5.905
S01012184,2001,4.075
S01012185,2001,6.96
S01012186,2001,2.352
S01012187,2001,16.963
S01012188,2001,8.94
S01012189,2001,0.09
S01012190,2001,1.183
S01012191,2001,2.138
S01012192,2001,0.395
S01012193,2001,0.205
S01012194,2001,0.127
S01012195,2001,0.231
S01012196,2001,1.444
S01012197,2001,2.182
S01012198,2001,21.773
S01012199,2001,1.995
S01012200,2001,1.518
S01012201,2001,0.988
S01012202,2001,0.906
S01012203,2001,0.544
S01012204,2001,1.733
S01012205,2001,0.376
S01012206,2001,1.248
S01012207,2001,2.607
S01012208,2001,1.449
S01012209,2001,0.818
S01012210,2001,1.653
S01012211,2001,2.898
S01012212,2001,0.993
S01012213,2001,1.65
S01012214,2001,0.84
S01012215,2001,2.031
S01012216,2001,4.427
S01012217,2001,0.943
S01012218,2001,1.359
S01012219,2001,1.997
S01012220,2001,1.785
S01012221,2001,8.683
S01012222,2001,2.403
S01012223,2001,2.398
S01012224,2001,0.923
S01012225,2001,4.185
S01012226,2001,0.567
S01012227,2001,3.179
S01012228,2001,0.064
S01012229,2001,1.447
S01012230,2001,1.15
S01012231,2001,2.289
S01012232,2001,2.075
S01012233,2001,2.349
S01012234,2001,5.725
S01012235,2001,5.754
S01012236,2001,4.458
S01012237,2001,3.078
S01012238,2001,3.89
S01012239,2001,3.403
S01012240,2001,3.199
S01012241,2001,1.724
S01012242,2001,4.187
S01012243,2001,22.931
S01013122,2001,6.578
S01013123,2001,2.045
S01013124,2001,1.064
S01013125,2001,5.736
S01013126,2001,1.012
S01013127,2001,0.273
S01013128,2001,26.889
S01013129,2001,153.163
S01013130,2001,26.889
S01013131,2001,11.458
S01013132,2001,1.264
S01013133,2001,84.787
S01013134,2001,9.014
S01013135,2001,5.037
S01013136,2001,17.225
S01013137,2001,0.9
S01013138,2001,0.051
S01013139,2001,0.516
S01013140,2001,5.037
S01013141,2001,10.053
S01013142,2001,3.915
S01013143,2001,3.915
S01013144,2001,1.164
S01013145,2001,1.538
S01013146,2001,0.926
S01013147,2001,1.136
S01013148,2001,4.896
S01013149,2001,1.433
S01013150,2001,1.226
S01013151,2001,6.496
S01013152,2001,0.414
S01013153,2001,2.337
S01013154,2001,0.741
S01013155,2001,3.014
S01013156,2001,0.504
S01013157,2001,1.939
S01013158,2001,1.746
S01013159,2001,1.023
S01013160,2001,0.141
S01013161,2001,2.407
S01013162,2001,1.706
S01013163,2001,0.77
S01013164,2001,4.531
S01013165,2001,8.104
S01013166,2001,2.271
S01013167,2001,0.741
S01013168,2001,2.271
S01013169,2001,1.093
S01013170,2001,0.69
S01013171,2001,2.352
S01013172,2001,1.47
S01013173,2001,25.62
S01013174,2001,1.069
S01013175,2001,2.338
S01013176,2001,2.277
S01013177,2001,1.961
S01013178,2001,1.873
S01013179,2001,38.46
S01013180,2001,1.779
S01013181,2001,1.264
S01013182,2001,1.679
S01013183,2001,36.474
S01013184,2001,2.814
S01013185,2001,0.192
S01013186,2001,0.983
S01013187,2001,0.969
S01013188,2001,1.53
S01013189,2001,1.282
S01013190,2001,0.052
S01013191,2001,4.046
S01013192,2001,4.847
S01013193,2001,10.304
S01013194,2001,1.704
S01013195,2001,58.136
S01013196,2001,17.314
S01013197,2001,0.73
S01013198,2001,89.802
S01013199,2001,0.789
S01013200,2001,3.937
S01013201,2001,3.462
S01013202,2001,5.638
S01013203,2001,0.178
S01013204,2001,0.054
S01013205,2001,0.695
S01013206,2001,3.462
S01013207,2001,15.045
S01013208,2001,3.002
S01013209,2001,5.568
S01013210,2001,1.339
S01013211,2001,1.171
S01013212,2001,0.864
S01013213,2001,1.452
S01013214,2001,1.585
S01013215,2001,58.922
S01013216,2001,0.535
S01013217,2001,58.922
S01013218,2001,0.648
S01013219,2001,0.357
S01013220,2001,0.031
S01013221,2001,0.247
S01013222,2001,0.751
S01013223,2001,14.868
S01013224,2001,1.257
S01013225,2001,1.257
S01013226,2001,1.951
S01013227,2001,10.802
S01013228,2001,17.038
S01013229,2001,0.797
S01013230,2001,1.064
S01013231,2001,0.976
S01013232,2001,1.645
S01013233,2001,2.203
S01013234,2001,17.038
S01013235,2001,4.304
S01013236,2001,1.948
S01013237,2001,4.138
S01013238,2001,5.107
S01013239,2001,0.555
S01013240,2001,0.899
S01013241,2001,1.255
S01013242,2001,6.844
S01013243,2001,1.628
S01013244,2001,2.262
S01013245,2001,1.971
S01013246,2001,1.206
S01013247,2001,0.86
S01013248,2001,1.949
S01013249,2001,0.618
S01013250,2001,10.854
S01013251,2001,1.477
S01013252,2001,1.015
S01013253,2001,2.818
S01013254,2001,0.779
S01013255,2001,14.154
S01013256,2001,2.595
S01013257,2001,60.367
S01013258,2001,2.595
S01013259,2001,1.416
S01013260,2001,60.367
S01013261,2001,0.734
S01013262,2001,0.88
S01013263,2001,26.802
S01013264,2001,0.505
S01013265,2001,1.976
S01013266,2001,2.343
S01013267,2001,9.72
S01013268,2001,0.108
S01013269,2001,642.248
S01013270,2001,1.558
S01013271,2001,2.619
S01013272,2001,2.447
S01013273,2001,2.112
S01013274,2001,3.79
S01013275,2001,4.349
S01013276,2001,23.263
S01013277,2001,1.467
S01013278,2001,9.786
S01013279,2001,1.747
S01013280,2001,1.06
S01013281,2001,0.96
S01013282,2001,4.1
S01013283,2001,135.584
