AREACD,Period,Gross value added in pounds (million)
S01012082,2007,1.944
S01012083,2007,0.939
S01012084,2007,0.971
S01012085,2007,1.902
S01012086,2007,1.218
S01012087,2007,1.039
S01012088,2007,6.542
S01012089,2007,6.178
S01012090,2007,6.542
S01012091,2007,1.833
S01012092,2007,1.515
S01012093,2007,2.168
S01012094,2007,1.34
S01012095,2007,3.157
S01012096,2007,9.801
S01012097,2007,0.986
S01012098,2007,0.958
S01012099,2007,9.801
S01012100,2007,1.004
S01012101,2007,3.843
S01012102,2007,5.025
S01012103,2007,3.843
S01012104,2007,4.03
S01012105,2007,72.92
S01012106,2007,4.29
S01012107,2007,72.92
S01012108,2007,5.856
S01012109,2007,5.456
S01012110,2007,8.945
S01012111,2007,0.996
S01012112,2007,2.004
S01012113,2007,1.06
S01012114,2007,2.004
S01012115,2007,0.943
S01012116,2007,2.62
S01012117,2007,8.385
S01012118,2007,2.91
S01012119,2007,2.243
S01012120,2007,37.756
S01012121,2007,1.696
S01012122,2007,1.443
S01012123,2007,1.435
S01012124,2007,0.922
S01012125,2007,1.098
S01012126,2007,42.548
S01012127,2007,189.846
S01012128,2007,16.795
S01012129,2007,4.745
S01012130,2007,8.266
S01012131,2007,42.548
S01012132,2007,11.887
S01012133,2007,1.702
S01012134,2007,7.913
S01012135,2007,6.053
S01012136,2007,0.746
S01012137,2007,23.179
S01012138,2007,2.794
S01012139,2007,1.174
S01012140,2007,1.605
S01012141,2007,4.358
S01012142,2007,2.729
S01012143,2007,3.757
S01012144,2007,3.147
S01012145,2007,3.106
S01012146,2007,2.08
S01012147,2007,0.737
S01012148,2007,0.45
S01012149,2007,83.995
S01012150,2007,83.995
S01012151,2007,1.26
S01012152,2007,0.45
S01012153,2007,63.333
S01012154,2007,11.302
S01012155,2007,55.149
S01012156,2007,8.02
S01012157,2007,1.798
S01012158,2007,325.625
S01012159,2007,10.312
S01012160,2007,2.082
S01012161,2007,1.787
S01012162,2007,48.628
S01012163,2007,11.432
S01012164,2007,1.67
S01012165,2007,2.884
S01012166,2007,1.329
S01012167,2007,0.327
S01012168,2007,0.852
S01012169,2007,5.883
S01012170,2007,2.161
S01012171,2007,1.078
S01012172,2007,0.775
S01012173,2007,5.442
S01012174,2007,7.123
S01012175,2007,2.768
S01012176,2007,1.219
S01012177,2007,1.699
S01012178,2007,0.107
S01012179,2007,0.711
S01012180,2007,5.839
S01012181,2007,8.786
S01012182,2007,584.876
S01012183,2007,7.861
S01012184,2007,4.585
S01012185,2007,9.435
S01012186,2007,3.588
S01012187,2007,24.166
S01012188,2007,10.479
S01012189,2007,0.111
S01012190,2007,1.513
S01012191,2007,2.666
S01012192,2007,0.536
S01012193,2007,0.277
S01012194,2007,0.161
S01012195,2007,0.302
S01012196,2007,1.85
S01012197,2007,2.82
S01012198,2007,27.138
S01012199,2007,2.556
S01012200,2007,1.955
S01012201,2007,1.25
S01012202,2007,1.162
S01012203,2007,0.811
S01012204,2007,2.216
S01012205,2007,0.495
S01012206,2007,1.583
S01012207,2007,3.333
S01012208,2007,1.802
S01012209,2007,1.039
S01012210,2007,2.192
S01012211,2007,3.528
S01012212,2007,1.264
S01012213,2007,2.121
S01012214,2007,1.092
S01012215,2007,2.577
S01012216,2007,5.357
S01012217,2007,1.192
S01012218,2007,1.881
S01012219,2007,2.545
S01012220,2007,2.275
S01012221,2007,10.557
S01012222,2007,2.896
S01012223,2007,3.081
S01012224,2007,1.212
S01012225,2007,5.358
S01012226,2007,0.716
S01012227,2007,4.762
S01012228,2007,0.081
S01012229,2007,1.846
S01012230,2007,1.472
S01012231,2007,2.914
S01012232,2007,2.648
S01012233,2007,2.887
S01012234,2007,7.238
S01012235,2007,7.273
S01012236,2007,5.954
S01012237,2007,4.059
S01012238,2007,5.023
S01012239,2007,4.269
S01012240,2007,4.004
S01012241,2007,2.274
S01012242,2007,5.319
S01012243,2007,22.231
S01013122,2007,8.01
S01013123,2007,3.032
S01013124,2007,1.27
S01013125,2007,7.954
S01013126,2007,1.233
S01013127,2007,0.373
S01013128,2007,35.962
S01013129,2007,211.116
S01013130,2007,35.962
S01013131,2007,14.775
S01013132,2007,2.118
S01013133,2007,118.962
S01013134,2007,11.761
S01013135,2007,2.283
S01013136,2007,19.98
S01013137,2007,1.146
S01013138,2007,0.345
S01013139,2007,0.345
S01013140,2007,11.761
S01013141,2007,13.609
S01013142,2007,5.172
S01013143,2007,5.172
S01013144,2007,1.533
S01013145,2007,1.891
S01013146,2007,1.113
S01013147,2007,1.391
S01013148,2007,6.026
S01013149,2007,1.755
S01013150,2007,1.599
S01013151,2007,8.261
S01013152,2007,0.541
S01013153,2007,2.855
S01013154,2007,0.959
S01013155,2007,4.645
S01013156,2007,0.586
S01013157,2007,2.503
S01013158,2007,2.25
S01013159,2007,1.345
S01013160,2007,0.165
S01013161,2007,3.107
S01013162,2007,2.136
S01013163,2007,0.947
S01013164,2007,5.721
S01013165,2007,9.673
S01013166,2007,2.881
S01013167,2007,0.771
S01013168,2007,2.881
S01013169,2007,1.62
S01013170,2007,0.826
S01013171,2007,3.598
S01013172,2007,1.779
S01013173,2007,30.108
S01013174,2007,1.295
S01013175,2007,2.838
S01013176,2007,2.975
S01013177,2007,2.449
S01013178,2007,2.226
S01013179,2007,43.792
S01013180,2007,2.248
S01013181,2007,1.518
S01013182,2007,2.122
S01013183,2007,48.072
S01013184,2007,3.477
S01013185,2007,0.21
S01013186,2007,1.147
S01013187,2007,1.333
S01013188,2007,1.912
S01013189,2007,1.411
S01013190,2007,0.056
S01013191,2007,6.446
S01013192,2007,6.252
S01013193,2007,11.334
S01013194,2007,2.044
S01013195,2007,78.064
S01013196,2007,23.824
S01013197,2007,0.947
S01013198,2007,97.666
S01013199,2007,1.064
S01013200,2007,5.009
S01013201,2007,4.527
S01013202,2007,7.479
S01013203,2007,0.163
S01013204,2007,0.163
S01013205,2007,0.825
S01013206,2007,4.527
S01013207,2007,20.302
S01013208,2007,4.182
S01013209,2007,7.097
S01013210,2007,1.823
S01013211,2007,1.504
S01013212,2007,1.15
S01013213,2007,1.747
S01013214,2007,1.966
S01013215,2007,100.65
S01013216,2007,0.641
S01013217,2007,100.65
S01013218,2007,0.773
S01013219,2007,0.424
S01013220,2007,0.032
S01013221,2007,0.22
S01013222,2007,0.902
S01013223,2007,20.406
S01013224,2007,1.838
S01013225,2007,2.046
S01013226,2007,2.046
S01013227,2007,16.343
S01013228,2007,23.863
S01013229,2007,0.976
S01013230,2007,1.408
S01013231,2007,1.161
S01013232,2007,2.004
S01013233,2007,2.83
S01013234,2007,23.863
S01013235,2007,5.42
S01013236,2007,2.51
S01013237,2007,4.987
S01013238,2007,6.28
S01013239,2007,0.659
S01013240,2007,1.08
S01013241,2007,1.496
S01013242,2007,8.361
S01013243,2007,2.403
S01013244,2007,3.441
S01013245,2007,2.055
S01013246,2007,1.549
S01013247,2007,1.077
S01013248,2007,2.923
S01013249,2007,0.8
S01013250,2007,13.448
S01013251,2007,1.885
S01013252,2007,1.382
S01013253,2007,4.182
S01013254,2007,1.048
S01013255,2007,23.229
S01013256,2007,3.564
S01013257,2007,78.938
S01013258,2007,3.564
S01013259,2007,1.97
S01013260,2007,78.938
S01013261,2007,0.936
S01013262,2007,1.184
S01013263,2007,29.348
S01013264,2007,0.686
S01013265,2007,2.653
S01013266,2007,3.097
S01013267,2007,10.956
S01013268,2007,0.176
S01013269,2007,998.363
S01013270,2007,2.077
S01013271,2007,3.476
S01013272,2007,3.21
S01013273,2007,2.885
S01013274,2007,5.703
S01013275,2007,6.717
S01013276,2007,34.607
S01013277,2007,1.873
S01013278,2007,13.005
S01013279,2007,2.262
S01013280,2007,1.284
S01013281,2007,1.048
S01013282,2007,5.908
S01013283,2007,150.82
S01013284,2007,1.223
S01013285,2007,35.336
S01013286,2007,1.13
S01013287,2007,1.269
S01013288,2007,2.293
S01013289,2007,35.336
S01013290,2007,2.272
S01013291,2007,1.623
S01013292,2007,12.853
S01013293,2007,1.66
S01013294,2007,1.922
S01013295,2007,1.385
S01013296,2007,1.277
S01013297,2007,3.464
S01013298,2007,3.967
S01013299,2007,152.683
S01013300,2007,8.889
S01013301,2007,152.683
S01013302,2007,6.236
S01013303,2007,3.018
S01013304,2007,2.777
S01013305,2007,0.95
S01013306,2007,4.155
S01013307,2007,0.245
S01013308,2007,4.523
S01013309,2007,227.768
S01013310,2007,2.382
S01013311,2007,3.325
S01013312,2007,16.206
S01013313,2007,1.051
S01013314,2007,9.872
S01013315,2007,21.966
S01013316,2007,5.304
S01013317,2007,4.584
S01013318,2007,4.914
S01013319,2007,2.04
S01013320,2007,2.829
S01013321,2007,1.359
S01013322,2007,2.572
S01013323,2007,2.597
S01013324,2007,5.813
S01013325,2007,1.968
S01013326,2007,0.558
S01013327,2007,1.304
S01013328,2007,0.558
S01013329,2007,5.813
S01013330,2007,2.991
S01013331,2007,1.109
S01013332,2007,1.353
S01013333,2007,2.769
S01013334,2007,1.367
S01013335,2007,2.748
S01013336,2007,82.482
S01013337,2007,142.439
S01013338,2007,2.962
S01013339,2007,4.364
S01013340,2007,4.364
S01013341,2007,4.191
S01013342,2007,3.111
S01013343,2007,2.867
S01013344,2007,4.461
S01013345,2007,2.867
S01013346,2007,2.059
S01013347,2007,2.051
S01013348,2007,33.517
S01013349,2007,1.921
S01013350,2007,9.997
S01013351,2007,2.059
S01013352,2007,7.535
S01013353,2007,7.535
S01013354,2007,6.044
S01013355,2007,1.769
S01013356,2007,1.815
S01013357,2007,1.299
S01013358,2007,11.206
S01013359,2007,10.265
S01013360,2007,2.764
S01013361,2007,0.98
S01013362,2007,1.299
S01013363,2007,2.951
S01013364,2007,3.096
S01013365,2007,4.137
S01013366,2007,1.782
S01013367,2007,1.66
S01013368,2007,9.685
S01013369,2007,1.546
S01013370,2007,2.929
S01013371,2007,0.47
S01013372,2007,9.152
S01013373,2007,11.432
S01013374,2007,7.25
S01013375,2007,18.32
S01013376,2007,4.111
S01013377,2007,7.653
S01013378,2007,2.596
S01013379,2007,1.107
S01013380,2007,3.841
S01013381,2007,1.734
S01013382,2007,1.673
S01013383,2007,5.455
S01013384,2007,5.338
S01013385,2007,13.983
S01013386,2007,1.339
S01013387,2007,5.338
S01013388,2007,9.378
S01013389,2007,1.072
S01013390,2007,0.806
S01013391,2007,0.324
S01013392,2007,5.456
S01013393,2007,1.774
S01013394,2007,0.466
S01013395,2007,3.715
S01013396,2007,0.356
S01013397,2007,3.463
S01013398,2007,0.946
S01013399,2007,2.282
S01013400,2007,27.744
S01013401,2007,23.26
S01013402,2007,4.092
S01013403,2007,1.553
S01013404,2007,204.604
S01013405,2007,2.093
S01013406,2007,2.981
S01013407,2007,0.002
S01013408,2007,1.568
S01013409,2007,7.203
S01013410,2007,1.174
S01013411,2007,5.274
S01013412,2007,1.752
S01013413,2007,2.861
S01013414,2007,64.745
S01013415,2007,2.971
S01013416,2007,0.781
S01013417,2007,9.865
S01013418,2007,0.972
S01013419,2007,1.136
S01013420,2007,1.428
S01013421,2007,1.085
S01013422,2007,0.277
S01013423,2007,5.255
S01013424,2007,3.69
S01013425,2007,3.243
S01013426,2007,3.69
S01013427,2007,20.681
S01013428,2007,3.188
S01013429,2007,2.978
S01013430,2007,0.864
S01013431,2007,11.576
S01013432,2007,11.576
S01013433,2007,3.696
S01013434,2007,10.514
S01013435,2007,3.517
S01013436,2007,4.552
S01013437,2007,9.199
S01013438,2007,1.844
S01013439,2007,1.453
S01013440,2007,16.236
S01013441,2007,7.549
S01013442,2007,4.09
S01013443,2007,9.997
S01013444,2007,16.733
S01013445,2007,6.936
S01013446,2007,2.495
S01013447,2007,37.254
S01013448,2007,39.367
S01013449,2007,3.481
S01013450,2007,2.058
S01013451,2007,2.203
S01013452,2007,39.367
S01013453,2007,4.225
S01013454,2007,5.325
S01013455,2007,35.613
S01013456,2007,3.624
S01013457,2007,2.486
S01013458,2007,1.207
S01013459,2007,5.978
S01013460,2007,1.298
S01013461,2007,5.357
S01013462,2007,15.743
S01013463,2007,2.916
S01013464,2007,3.51
S01013465,2007,1.568
S01013466,2007,16.555
S01013467,2007,0.398
S01013468,2007,7.9
S01013469,2007,1.819
S01013470,2007,2.162
S01013471,2007,2.84
S01013472,2007,3.126
S01013473,2007,2.392
S01013474,2007,2.357
S01013475,2007,1.664
S01013476,2007,0.533
S01013477,2007,2.818
S01013478,2007,1.813
S01013479,2007,16.592
S01013480,2007,0.854
S01013481,2007,173.081
S01007129,2007,5.864
S01007130,2007,3.659
S01007131,2007,4.251
S01007132,2007,2.494
S01007133,2007,13.357
S01007134,2007,3.882
S01007135,2007,3.991
S01007136,2007,5.217
S01007137,2007,2.558
S01007138,2007,8.766
S01007139,2007,3.616
S01007140,2007,11.988
S01007141,2007,17.758
S01007142,2007,7.89
S01007143,2007,0.242
S01007144,2007,17.898
S01007145,2007,16.964
S01007146,2007,2.197
S01007147,2007,1.552
S01007148,2007,1.661
S01007149,2007,1.389
S01007150,2007,4.673
S01007151,2007,2.331
S01007152,2007,2.836
S01007153,2007,2.648
S01007154,2007,15.012
S01007155,2007,1.617
S01007156,2007,2.507
S01007157,2007,1.924
S01007158,2007,2.991
S01007159,2007,9.455
S01007160,2007,5.106
S01007161,2007,4.214
S01007162,2007,4.342
S01007163,2007,5.849
S01007164,2007,3.645
S01007165,2007,6.297
S01007166,2007,2.15
S01007167,2007,4.206
S01007168,2007,4.25
S01007169,2007,2.839
S01007170,2007,8.286
S01007171,2007,22.052
S01007172,2007,35.934
S01007173,2007,2.961
S01007174,2007,40.805
S01007175,2007,0.42
S01007176,2007,1.674
S01007177,2007,2.324
S01007178,2007,2.497
S01007179,2007,110.53
S01007180,2007,1.753
S01007181,2007,27.634
S01007182,2007,8.67
S01007183,2007,3.112
S01007184,2007,30.137
S01007185,2007,11.541
S01007186,2007,12.519
S01007187,2007,33.756
S01007188,2007,4.259
S01007189,2007,7.495
S01007190,2007,4.68
S01007191,2007,4.831
S01007192,2007,2.261
S01007193,2007,0.995
S01007194,2007,2.074
S01007195,2007,5.489
S01007196,2007,0.027
S01007197,2007,3.688
S01007198,2007,1.995
S01007199,2007,3.126
S01007200,2007,0.064
S01007201,2007,1.404
S01007202,2007,1.578
S01007203,2007,1.53
S01007204,2007,10.309
S01007205,2007,10.602
S01007206,2007,0.385
S01007207,2007,14.269
S01007208,2007,11.511
S01007209,2007,33.341
S01007210,2007,8.004
S01007211,2007,52.068
S01007212,2007,3.774
S01007213,2007,2.236
S01007214,2007,4.13
S01007215,2007,5.029
S01007216,2007,4.861
S01007217,2007,4.049
S01007218,2007,2.011
S01007219,2007,50.406
S01007220,2007,3.98
S01007221,2007,1.087
S01007222,2007,66.65
S01007223,2007,2.323
S01007224,2007,3.807
S01007225,2007,44.54
S01007226,2007,8.056
S01007227,2007,6.847
S01007228,2007,10.287
S01007229,2007,14.392
S01007230,2007,11.592
S01007231,2007,2.098
S01007232,2007,1.015
S01007233,2007,13.204
S01007234,2007,7.26
S01007235,2007,4.584
S01007236,2007,13.698
S01007237,2007,4.644
S01007238,2007,2.855
S01007239,2007,12.74
S01007240,2007,16.287
S01007241,2007,9.352
S01007242,2007,8.882
S01007243,2007,3.503
S01007244,2007,14.801
S01007245,2007,10.556
S01007246,2007,12.7
S01007247,2007,11.197
S01007248,2007,5.331
S01007249,2007,11.862
S01007250,2007,28.08
S01007251,2007,3.583
S01007252,2007,35.117
S01007253,2007,9.754
S01007254,2007,4.324
S01007255,2007,1.041
S01007256,2007,15.488
S01007257,2007,8.239
S01007258,2007,16.922
S01007259,2007,30.038
S01007260,2007,2.478
S01007261,2007,0.327
S01007262,2007,2.915
S01007263,2007,1.043
S01007264,2007,54.36
S01007265,2007,12.221
S01007266,2007,3.622
S01007267,2007,7.345
S01007268,2007,6.152
S01007269,2007,3.72
S01007270,2007,6.535
S01007271,2007,5.258
S01007272,2007,7.633
S01007273,2007,1.352
S01007274,2007,15.247
S01007275,2007,1.364
S01007276,2007,3.085
S01007277,2007,3.415
S01007278,2007,2.992
S01007279,2007,5.359
S01007280,2007,6.901
S01007281,2007,7.599
S01007282,2007,6.367
S01007283,2007,7.206
S01007682,2007,23.807
S01007683,2007,4.541
S01007684,2007,10.234
S01007685,2007,10.086
S01007686,2007,10.234
S01007687,2007,2.243
S01007688,2007,3.98
S01007689,2007,2.354
S01007690,2007,2.645
S01007691,2007,288.561
S01007692,2007,3.941
S01007693,2007,15.223
S01007694,2007,289.049
S01007695,2007,1.996
S01007696,2007,3.191
S01007697,2007,2.117
S01007698,2007,4.239
S01007699,2007,2.737
S01007700,2007,9.08
S01007701,2007,22.372
S01007702,2007,8.359
S01007703,2007,1.753
S01007704,2007,22.372
S01007705,2007,185.575
S01007706,2007,67.409
S01007707,2007,29.333
S01007708,2007,1.98
S01007709,2007,5.029
S01007710,2007,35.548
S01007711,2007,45.928
S01007712,2007,3.315
S01007713,2007,3.041
S01007714,2007,11.471
S01007715,2007,5.562
S01007716,2007,7.386
S01007717,2007,14.603
S01007718,2007,16.331
S01007719,2007,2.539
S01007720,2007,1.303
S01007721,2007,1.01
S01007722,2007,1.593
S01007723,2007,6.402
S01007724,2007,19.115
S01007725,2007,6.402
S01007726,2007,9.288
S01007727,2007,7.41
S01007728,2007,4.857
S01007729,2007,6.736
S01007730,2007,4.814
S01007731,2007,2.298
S01007732,2007,18.677
S01007733,2007,8.283
S01007734,2007,3.074
S01007735,2007,2.236
S01007736,2007,6.951
S01007737,2007,1.766
S01007738,2007,2.078
S01007739,2007,13.544
S01007740,2007,13.544
S01007741,2007,1.025
S01007742,2007,24.921
S01007743,2007,1.082
S01007744,2007,3.302
S01007745,2007,2.059
S01007746,2007,0.684
S01007747,2007,1.601
S01007748,2007,12.58
S01007749,2007,4.381
S01007750,2007,2.536
S01007751,2007,10.253
S01007752,2007,5.511
S01007753,2007,16.96
S01007754,2007,1.351
S01007755,2007,0.496
S01007756,2007,0.496
S01007757,2007,6.43
S01007758,2007,5.227
S01007759,2007,15.9
S01007760,2007,6.43
S01007761,2007,5.798
S01007762,2007,14.965
S01007763,2007,2.643
S01007764,2007,4.069
S01007765,2007,1.717
S01007766,2007,4.757
S01007767,2007,2.178
S01007768,2007,2.676
S01007769,2007,2.087
S01007770,2007,4.802
S01007771,2007,2.647
S01007772,2007,0.121
S01007773,2007,3.12
S01007774,2007,3.667
S01007775,2007,7.76
S01007776,2007,2.066
S01007777,2007,3.03
S01007778,2007,6.062
S01007779,2007,171.249
S01007780,2007,1.693
S01007781,2007,1.762
S01007782,2007,1.014
S01007783,2007,0.355
S01007784,2007,4.736
S01007785,2007,4.736
S01007786,2007,1.315
S01007787,2007,0.913
S01007788,2007,0.913
S01007789,2007,0.897
S01007790,2007,0.355
S01007791,2007,14.99
S01007792,2007,2.022
S01007793,2007,2.675
S01007794,2007,14.99
S01007795,2007,2.691
S01007796,2007,27.827
S01007797,2007,1.803
S01007798,2007,1.108
S01007799,2007,1.941
S01007800,2007,4.12
S01007801,2007,1.11
S01007802,2007,0.085
S01007803,2007,90.541
S01007804,2007,2.755
S01007805,2007,1.346
S01007806,2007,0.182
S01007807,2007,7.582
S01007808,2007,7.582
S01007809,2007,7.582
S01007810,2007,19.081
S01007811,2007,1.115
S01007812,2007,0.971
S01007813,2007,1.15
S01007814,2007,0.754
S01007815,2007,10.146
S01007816,2007,2.352
S01007817,2007,1.12
S01007818,2007,0.111
S01007819,2007,3.656
S01007820,2007,5.541
S01007821,2007,1.885
S01007822,2007,4.492
S01007823,2007,11.174
S01007824,2007,71.461
S01007825,2007,71.461
S01007826,2007,45.239
S01007827,2007,6.169
S01007828,2007,6.36
S01007829,2007,1.94
S01007830,2007,1.917
S01007831,2007,7.788
S01007832,2007,0.976
S01007833,2007,12.056
S01007834,2007,2.614
S01007835,2007,1.562
S01007836,2007,3.445
S01007837,2007,1.58
S01007838,2007,3.371
S01007839,2007,9.568
S01007840,2007,3.149
S01007841,2007,5.179
S01007842,2007,15.938
S01007843,2007,1.608
S01007844,2007,2.137
S01007845,2007,1.893
S01007846,2007,40.573
S01007847,2007,3.173
S01007848,2007,0.939
S01007849,2007,0.958
S01007850,2007,4.144
S01007851,2007,0.361
S01007852,2007,1.585
S01007853,2007,3.212
S01007854,2007,18.052
S01007855,2007,16.841
S01007856,2007,2.04
S01007857,2007,1.461
S01007858,2007,104.314
S01007859,2007,3.784
S01007860,2007,1.105
S01007861,2007,2.04
S01007862,2007,1.105
S01007863,2007,3.12
S01007864,2007,2.04
S01007865,2007,11.626
S01007866,2007,11.626
S01007867,2007,114.845
S01007868,2007,13.668
S01007869,2007,89.11
S01011357,2007,2.214
S01011358,2007,2.334
S01011359,2007,9.055
S01011360,2007,10.827
S01011361,2007,2.11
S01011362,2007,8.603
S01011363,2007,4.533
S01011364,2007,1.129
S01011365,2007,47.944
S01011366,2007,3.166
S01011367,2007,1.134
S01011368,2007,3.665
S01011369,2007,3.39
S01011370,2007,2.418
S01011371,2007,2.418
S01011372,2007,2.418
S01011373,2007,1.352
S01011374,2007,12.047
S01011375,2007,1.755
S01011376,2007,1.567
S01011377,2007,12.781
S01011378,2007,3.109
S01011379,2007,1.9
S01011380,2007,7.931
S01011381,2007,78.572
S01011382,2007,21.381
S01011383,2007,1.723
S01011384,2007,0.469
S01011385,2007,0.178
S01011386,2007,2.132
S01011387,2007,67.243
S01011388,2007,10.319
S01011389,2007,14.769
S01011390,2007,2.39
S01011391,2007,0.798
S01011392,2007,0.727
S01011393,2007,3.005
S01011394,2007,0.812
S01011395,2007,28.768
S01011396,2007,15.476
S01011397,2007,15.476
S01011398,2007,0.157
S01011399,2007,0.667
S01011400,2007,18.201
S01011401,2007,7.63
S01011402,2007,6.461
S01011403,2007,1.467
S01011404,2007,3.531
S01011405,2007,3.768
S01011406,2007,6.461
S01011407,2007,0.605
S01011408,2007,0.856
S01011409,2007,0.759
S01011410,2007,4.015
S01011411,2007,1.422
S01011412,2007,0.855
S01011413,2007,1.421
S01011414,2007,1.377
S01011415,2007,1.111
S01011416,2007,1.055
S01011417,2007,20.002
S01011418,2007,0.787
S01011419,2007,0.14
S01011420,2007,0.877
S01011421,2007,3.486
S01011422,2007,4.812
S01011423,2007,3.486
S01011424,2007,0.669
S01011425,2007,0.14
S01011426,2007,5.348
S01011427,2007,3.217
S01011428,2007,2.086
S01011429,2007,52.55
S01011430,2007,7.845
S01011431,2007,5.106
S01011432,2007,7.309
S01011433,2007,0.865
S01011434,2007,3.014
S01011435,2007,23.049
S01011436,2007,0.676
S01011437,2007,0.243
S01011438,2007,0.844
S01011439,2007,8.133
S01011440,2007,0.639
S01011441,2007,12.705
S01011442,2007,1.441
S01011443,2007,0.967
S01011444,2007,0.967
S01011445,2007,3.635
S01011446,2007,120.419
S01011447,2007,3.591
S01011448,2007,10.58
S01011449,2007,16.386
S01011450,2007,2.593
S01011451,2007,16.386
S01011452,2007,15.012
S01011453,2007,4.327
S01011454,2007,1.508
S01011455,2007,0.704
S01011456,2007,4.45
S01011457,2007,0.026
S01011458,2007,4.241
S01011459,2007,4.343
S01011460,2007,2.478
S01011461,2007,2.211
S01011462,2007,3.269
S01011463,2007,19.962
S01011464,2007,5.151
S01011465,2007,2.2
S01011466,2007,2.271
S01011467,2007,1.529
S01011468,2007,3.591
S01011469,2007,1.165
S01011470,2007,0.956
S01011471,2007,6.839
S01011472,2007,24.49
S01011473,2007,123.421
S01011474,2007,18.184
S01011475,2007,6.839
S01011476,2007,1.308
S01011477,2007,1.414
S01011478,2007,30.626
S01011479,2007,4.312
S01011480,2007,9.005
S01011481,2007,0.325
S01011482,2007,3.876
S01011483,2007,1.103
S01011484,2007,0.944
S01011485,2007,0.213
S01011486,2007,1.451
S01011487,2007,4.207
S01011488,2007,1.61
S01011489,2007,0.183
S01011490,2007,15.022
S01011491,2007,0.75
S01011492,2007,8.636
S01011493,2007,2.874
S01011494,2007,4.087
S01011495,2007,0.49
S01011496,2007,2.044
S01011497,2007,8.257
S01011498,2007,1.009
S01011499,2007,4.84
S01011500,2007,1.062
S01011501,2007,0.017
S01011502,2007,1.5
S01011503,2007,1.969
S01011504,2007,221.594
S01011505,2007,13.745
S01011506,2007,1.213
S01011507,2007,2.683
S01011508,2007,13.745
S01011509,2007,1.502
S01011510,2007,0.749
S01011511,2007,0.823
S01011512,2007,2.138
S01011513,2007,0.737
S01011514,2007,1.716
S01011515,2007,0.8
S01011516,2007,0.778
S01011517,2007,1.365
S01011518,2007,4.662
S01011519,2007,0.623
S01011520,2007,2.041
S01011521,2007,0.623
S01011522,2007,23.345
S01011523,2007,29.414
S01011524,2007,2.452
S01011525,2007,32.238
S01011526,2007,1.09
S01011527,2007,1.633
S01011528,2007,1.9
S01011529,2007,6.293
S01011530,2007,6.293
S01011531,2007,79.448
S01011532,2007,600.14
S01011533,2007,7.838
S01011534,2007,0.206
S01011535,2007,18.148
S01011536,2007,3.043
S01011537,2007,3.043
S01011538,2007,7.523
S01011539,2007,3.711
S01011540,2007,5.606
S01011541,2007,1.164
S01011542,2007,0.626
S01011543,2007,1.227
S01011544,2007,0.113
S01011545,2007,7.27
S01011546,2007,2.292
S01011547,2007,3.366
S01011548,2007,3.515
S01011549,2007,1.13
S01011550,2007,1.938
S01011551,2007,2.554
S01011552,2007,173.244
S01011553,2007,1.809
S01011554,2007,7.924
S01011555,2007,3.084
S01011556,2007,58.388
S01011557,2007,0.754
S01011558,2007,4.66
S01011559,2007,0.14
S01011560,2007,2.246
S01011561,2007,0.14
S01011562,2007,1.386
S01011563,2007,0.03
S01011564,2007,1.846
S01011565,2007,1.278
S01011566,2007,33.182
S01011567,2007,2.204
S01011568,2007,0.847
S01011569,2007,10.708
S01011570,2007,16.587
S01011571,2007,10.077
S01011572,2007,6.345
S01011573,2007,16.587
S01011574,2007,1.643
S01011575,2007,0.712
S01011576,2007,2.084
S01011577,2007,4.324
S01011578,2007,0.998
S01011579,2007,0.48
S01011580,2007,5.098
S01011581,2007,19.078
S01011582,2007,3.655
S01011583,2007,1.093
S01011584,2007,1.093
S01011585,2007,13.563
S01011586,2007,2.631
S01011587,2007,2.631
S01011588,2007,0.277
S01011589,2007,2.593
S01011590,2007,3.549
S01011591,2007,0.277
S01011592,2007,30.114
S01011593,2007,10.582
S01011594,2007,24.544
S01011595,2007,10.826
S01011596,2007,29.853
S01011597,2007,9.039
S01011598,2007,12.23
S01011599,2007,12.23
S01011600,2007,24.868
S01011601,2007,81.197
S01011602,2007,67.016
S01011603,2007,0.426
S01011604,2007,1.209
S01011605,2007,1.442
S01011606,2007,3.881
S01011607,2007,1.671
S01011608,2007,3.496
S01011609,2007,1.593
S01011610,2007,3.469
S01011611,2007,1.262
S01011612,2007,1.439
S01011613,2007,30.02
S01011614,2007,5.262
S01011615,2007,0.31
S01011616,2007,0.31
S01011617,2007,2.727
S01011618,2007,0.734
S01011619,2007,3.421
S01011620,2007,3.523
S01011621,2007,1.149
S01011622,2007,3.784
S01011623,2007,5.933
S01011624,2007,31.296
S01011625,2007,1.291
S01011626,2007,0.452
S01011627,2007,7.769
S01011628,2007,10.972
S01011629,2007,7.769
S01011630,2007,30.519
S01011631,2007,0.348
S01011632,2007,1.739
S01011633,2007,0.852
S01011634,2007,0.348
S01011635,2007,6.357
S01011636,2007,2.972
S01011637,2007,0.598
S01011638,2007,3.497
S01011639,2007,5.282
S01011640,2007,0.112
S01011641,2007,1.376
S01011642,2007,1.255
S01011643,2007,45.974
S01011644,2007,3.62
S01011645,2007,1.045
S01011646,2007,1.139
S01011647,2007,2.06
S01011648,2007,1.151
S01011649,2007,14.662
S01011650,2007,38.894
S01011651,2007,3.221
S01011652,2007,38.894
S01011653,2007,1.063
S01011654,2007,35.228
S01011655,2007,1.626
