Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
buckie-west-and-mains-of-buckie-01,Buckie West and Mains of Buckie - 01,buckie-west-and-mains-of-buckie-01,,1016,
buckie-west-and-mains-of-buckie-02,Buckie West and Mains of Buckie - 02,buckie-west-and-mains-of-buckie-02,,1017,
buckie-west-and-mains-of-buckie-03,Buckie West and Mains of Buckie - 03,buckie-west-and-mains-of-buckie-03,,1018,
buckie-west-and-mains-of-buckie-04,Buckie West and Mains of Buckie - 04,buckie-west-and-mains-of-buckie-04,,1019,
buckie-west-and-mains-of-buckie-05,Buckie West and Mains of Buckie - 05,buckie-west-and-mains-of-buckie-05,,1020,
bucksburn-north-01,Bucksburn North - 01,bucksburn-north-01,,1021,
bucksburn-north-02,Bucksburn North - 02,bucksburn-north-02,,1022,
bucksburn-north-03,Bucksburn North - 03,bucksburn-north-03,,1023,
bucksburn-north-04,Bucksburn North - 04,bucksburn-north-04,,1024,
bucksburn-north-05,Bucksburn North - 05,bucksburn-north-05,,1025,
bucksburn-north-06,Bucksburn North - 06,bucksburn-north-06,,1026,
bucksburn-south-01,Bucksburn South - 01,bucksburn-south-01,,1027,
bucksburn-south-02,Bucksburn South - 02,bucksburn-south-02,,1028,
bucksburn-south-03,Bucksburn South - 03,bucksburn-south-03,,1029,
bucksburn-south-04,Bucksburn South - 04,bucksburn-south-04,,1030,
bucksburn-south-05,Bucksburn South - 05,bucksburn-south-05,,1031,
burgh-eastfield-and-silverbank-01,"Burgh, Eastfield and Silverbank - 01",burgh-eastfield-and-silverbank-01,,1032,
burgh-eastfield-and-silverbank-02,"Burgh, Eastfield and Silverbank - 02",burgh-eastfield-and-silverbank-02,,1033,
burgh-eastfield-and-silverbank-03,"Burgh, Eastfield and Silverbank - 03",burgh-eastfield-and-silverbank-03,,1034,
burgh-eastfield-and-silverbank-04,"Burgh, Eastfield and Silverbank - 04",burgh-eastfield-and-silverbank-04,,1035,
burgh-eastfield-and-silverbank-05,"Burgh, Eastfield and Silverbank - 05",burgh-eastfield-and-silverbank-05,,1036,
burgh-eastfield-and-silverbank-06,"Burgh, Eastfield and Silverbank - 06",burgh-eastfield-and-silverbank-06,,1037,
burgh-eastfield-and-silverbank-07,"Burgh, Eastfield and Silverbank - 07",burgh-eastfield-and-silverbank-07,,1038,
burgh-eastfield-and-silverbank-08,"Burgh, Eastfield and Silverbank - 08",burgh-eastfield-and-silverbank-08,,1039,
burghead-roseisle-and-laich-01,"Burghead, Roseisle and Laich - 01",burghead-roseisle-and-laich-01,,1040,
burghead-roseisle-and-laich-02,"Burghead, Roseisle and Laich - 02",burghead-roseisle-and-laich-02,,1041,
burghead-roseisle-and-laich-03,"Burghead, Roseisle and Laich - 03",burghead-roseisle-and-laich-03,,1042,
burghead-roseisle-and-laich-04,"Burghead, Roseisle and Laich - 04",burghead-roseisle-and-laich-04,,1043,
burghead-roseisle-and-laich-05,"Burghead, Roseisle and Laich - 05",burghead-roseisle-and-laich-05,,1044,
burghead-roseisle-and-laich-06,"Burghead, Roseisle and Laich - 06",burghead-roseisle-and-laich-06,,1045,
burghmuir-and-oakbank-01,Burghmuir and Oakbank - 01,burghmuir-and-oakbank-01,,1046,
burghmuir-and-oakbank-02,Burghmuir and Oakbank - 02,burghmuir-and-oakbank-02,,1047,
burghmuir-and-oakbank-03,Burghmuir and Oakbank - 03,burghmuir-and-oakbank-03,,1048,
burghmuir-and-oakbank-04,Burghmuir and Oakbank - 04,burghmuir-and-oakbank-04,,1049,
burghmuir-and-oakbank-05,Burghmuir and Oakbank - 05,burghmuir-and-oakbank-05,,1050,
burnbank-central-and-udston-01,Burnbank Central and Udston - 01,burnbank-central-and-udston-01,,1051,
burnbank-central-and-udston-02,Burnbank Central and Udston - 02,burnbank-central-and-udston-02,,1052,
burnbank-central-and-udston-03,Burnbank Central and Udston - 03,burnbank-central-and-udston-03,,1053,
burnbank-central-and-udston-04,Burnbank Central and Udston - 04,burnbank-central-and-udston-04,,1054,
burnbank-central-and-udston-05,Burnbank Central and Udston - 05,burnbank-central-and-udston-05,,1055,
burnbank-central-and-udston-06,Burnbank Central and Udston - 06,burnbank-central-and-udston-06,,1056,
burnbank-central-and-udston-07,Burnbank Central and Udston - 07,burnbank-central-and-udston-07,,1057,
burnbank-north-01,Burnbank North - 01,burnbank-north-01,,1058,
burnbank-north-02,Burnbank North - 02,burnbank-north-02,,1059,
burnbank-north-03,Burnbank North - 03,burnbank-north-03,,1060,
burnbank-north-04,Burnbank North - 04,burnbank-north-04,,1061,
burnbank-north-05,Burnbank North - 05,burnbank-north-05,,1062,
burnbank-north-06,Burnbank North - 06,burnbank-north-06,,1063,
burnbank-north-07,Burnbank North - 07,burnbank-north-07,,1064,
burnbank-south-and-chantinghall-01,Burnbank South and Chantinghall - 01,burnbank-south-and-chantinghall-01,,1065,
burnbank-south-and-chantinghall-02,Burnbank South and Chantinghall - 02,burnbank-south-and-chantinghall-02,,1066,
burnbank-south-and-chantinghall-03,Burnbank South and Chantinghall - 03,burnbank-south-and-chantinghall-03,,1067,
burnbank-south-and-chantinghall-04,Burnbank South and Chantinghall - 04,burnbank-south-and-chantinghall-04,,1068,
burnbank-south-and-chantinghall-05,Burnbank South and Chantinghall - 05,burnbank-south-and-chantinghall-05,,1069,
burnhill-and-bankhead-north-01,Burnhill and Bankhead North - 01,burnhill-and-bankhead-north-01,,1070,
burnhill-and-bankhead-north-02,Burnhill and Bankhead North - 02,burnhill-and-bankhead-north-02,,1071,
burnhill-and-bankhead-north-03,Burnhill and Bankhead North - 03,burnhill-and-bankhead-north-03,,1072,
burnhill-and-bankhead-north-04,Burnhill and Bankhead North - 04,burnhill-and-bankhead-north-04,,1073,
burnhill-and-bankhead-north-05,Burnhill and Bankhead North - 05,burnhill-and-bankhead-north-05,,1074,
burnside-and-springhall-01,Burnside and Springhall - 01,burnside-and-springhall-01,,1075,
burnside-and-springhall-02,Burnside and Springhall - 02,burnside-and-springhall-02,,1076,
burnside-and-springhall-03,Burnside and Springhall - 03,burnside-and-springhall-03,,1077,
burnside-and-springhall-04,Burnside and Springhall - 04,burnside-and-springhall-04,,1078,
burnside-and-springhall-05,Burnside and Springhall - 05,burnside-and-springhall-05,,1079,
burnside-and-springhall-06,Burnside and Springhall - 06,burnside-and-springhall-06,,1080,
burnside-and-springhall-07,Burnside and Springhall - 07,burnside-and-springhall-07,,1081,
burntisland-central,Burntisland Central,burntisland-central,,1082,
burntisland-docks,Burntisland Docks,burntisland-docks,,1083,
burntisland-east,Burntisland East,burntisland-east,,1084,
burntisland-east-toll,Burntisland East Toll,burntisland-east-toll,,1085,
burntisland-grange-and-orrock,Burntisland Grange and Orrock,burntisland-grange-and-orrock,,1086,
burntisland-kirkton,Burntisland Kirkton,burntisland-kirkton,,1087,
burntisland-links,Burntisland Links,burntisland-links,,1088,
burntisland-meadowfield,Burntisland Meadowfield,burntisland-meadowfield,,1089,
burntisland-nether-grange,Burntisland Nether Grange,burntisland-nether-grange,,1090,
busby-01,Busby - 01,busby-01,,1091,
busby-02,Busby - 02,busby-02,,1092,
busby-03,Busby - 03,busby-03,,1093,
busby-04,Busby - 04,busby-04,,1094,
busby-05,Busby - 05,busby-05,,1095,
bute-01,Bute - 01,bute-01,,1096,
bute-02,Bute - 02,bute-02,,1097,
bute-03,Bute - 03,bute-03,,1098,
bute-04,Bute - 04,bute-04,,1099,
cadham,Cadham,cadham,,1100,
cadham-south,Cadham South,cadham-south,,1101,
caird-park-01,Caird Park - 01,caird-park-01,,1102,
caird-park-02,Caird Park - 02,caird-park-02,,1103,
caird-park-03,Caird Park - 03,caird-park-03,,1104,
caird-park-04,Caird Park - 04,caird-park-04,,1105,
cairneyhill-east,Cairneyhill East,cairneyhill-east,,1106,
cairneyhill-north,Cairneyhill North,cairneyhill-north,,1107,
cairneyhill-west,Cairneyhill West,cairneyhill-west,,1108,
cairnhill-01,Cairnhill - 01,cairnhill-01,,1109,
cairnhill-02,Cairnhill - 02,cairnhill-02,,1110,
cairnhill-03,Cairnhill - 03,cairnhill-03,,1111,
cairnhill-04,Cairnhill - 04,cairnhill-04,,1112,
cairnhill-05,Cairnhill - 05,cairnhill-05,,1113,
cairnhill-06,Cairnhill - 06,cairnhill-06,,1114,
cairnhill-07,Cairnhill - 07,cairnhill-07,,1115,
cairnsmill,Cairnsmill,cairnsmill,,1116,
caithness-north-east-01,Caithness North East - 01,caithness-north-east-01,,1117,
caithness-north-east-02,Caithness North East - 02,caithness-north-east-02,,1118,
caithness-north-east-03,Caithness North East - 03,caithness-north-east-03,,1119,
caithness-north-east-04,Caithness North East - 04,caithness-north-east-04,,1120,
caithness-north-east-05,Caithness North East - 05,caithness-north-east-05,,1121,
caithness-north-west-01,Caithness North West - 01,caithness-north-west-01,,1122,
caithness-north-west-02,Caithness North West - 02,caithness-north-west-02,,1123,
caithness-north-west-03,Caithness North West - 03,caithness-north-west-03,,1124,
caithness-north-west-04,Caithness North West - 04,caithness-north-west-04,,1125,
caithness-north-west-05,Caithness North West - 05,caithness-north-west-05,,1126,
caithness-north-west-06,Caithness North West - 06,caithness-north-west-06,,1127,
caithness-north-west-07,Caithness North West - 07,caithness-north-west-07,,1128,
caithness-south-01,Caithness South - 01,caithness-south-01,,1129,
caithness-south-02,Caithness South - 02,caithness-south-02,,1130,
caithness-south-03,Caithness South - 03,caithness-south-03,,1131,
caithness-south-04,Caithness South - 04,caithness-south-04,,1132,
calderbank-and-brownsburn-01,Calderbank and Brownsburn - 01,calderbank-and-brownsburn-01,,1133,
calderbank-and-brownsburn-02,Calderbank and Brownsburn - 02,calderbank-and-brownsburn-02,,1134,
calderbank-and-brownsburn-03,Calderbank and Brownsburn - 03,calderbank-and-brownsburn-03,,1135,
calderbank-and-brownsburn-04,Calderbank and Brownsburn - 04,calderbank-and-brownsburn-04,,1136,
caldercruix-and-plains-01,Caldercruix and Plains - 01,caldercruix-and-plains-01,,1137,
caldercruix-and-plains-02,Caldercruix and Plains - 02,caldercruix-and-plains-02,,1138,
caldercruix-and-plains-03,Caldercruix and Plains - 03,caldercruix-and-plains-03,,1139,
caldercruix-and-plains-04,Caldercruix and Plains - 04,caldercruix-and-plains-04,,1140,
caldercruix-and-plains-05,Caldercruix and Plains - 05,caldercruix-and-plains-05,,1141,
caldercruix-and-plains-06,Caldercruix and Plains - 06,caldercruix-and-plains-06,,1142,
caldercruix-and-plains-07,Caldercruix and Plains - 07,caldercruix-and-plains-07,,1143,
caldercruix-and-plains-08,Caldercruix and Plains - 08,caldercruix-and-plains-08,,1144,
calderwood-central-01,Calderwood Central - 01,calderwood-central-01,,1145,
calderwood-central-02,Calderwood Central - 02,calderwood-central-02,,1146,
calderwood-central-03,Calderwood Central - 03,calderwood-central-03,,1147,
calderwood-central-04,Calderwood Central - 04,calderwood-central-04,,1148,
calderwood-central-05,Calderwood Central - 05,calderwood-central-05,,1149,
calderwood-east-01,Calderwood East - 01,calderwood-east-01,,1150,
calderwood-east-02,Calderwood East - 02,calderwood-east-02,,1151,
calderwood-east-03,Calderwood East - 03,calderwood-east-03,,1152,
calderwood-east-04,Calderwood East - 04,calderwood-east-04,,1153,
calderwood-east-05,Calderwood East - 05,calderwood-east-05,,1154,
calderwood-west-and-nerston-01,Calderwood West and Nerston - 01,calderwood-west-and-nerston-01,,1155,
calderwood-west-and-nerston-02,Calderwood West and Nerston - 02,calderwood-west-and-nerston-02,,1156,
calderwood-west-and-nerston-03,Calderwood West and Nerston - 03,calderwood-west-and-nerston-03,,1157,
calderwood-west-and-nerston-04,Calderwood West and Nerston - 04,calderwood-west-and-nerston-04,,1158,
calderwood-west-and-nerston-05,Calderwood West and Nerston - 05,calderwood-west-and-nerston-05,,1159,
callander-and-trossachs-01,Callander and Trossachs - 01,callander-and-trossachs-01,,1160,
callander-and-trossachs-02,Callander and Trossachs - 02,callander-and-trossachs-02,,1161,
callander-and-trossachs-03,Callander and Trossachs - 03,callander-and-trossachs-03,,1162,
callander-and-trossachs-04,Callander and Trossachs - 04,callander-and-trossachs-04,,1163,
callander-and-trossachs-05,Callander and Trossachs - 05,callander-and-trossachs-05,,1164,
calside-01,Calside - 01,calside-01,,1165,
calside-02,Calside - 02,calside-02,,1166,
calside-03,Calside - 03,calside-03,,1167,
calside-04,Calside - 04,calside-04,,1168,
calton-and-gallowgate-01,Calton and Gallowgate - 01,calton-and-gallowgate-01,,1169,
calton-and-gallowgate-02,Calton and Gallowgate - 02,calton-and-gallowgate-02,,1170,
calton-and-gallowgate-03,Calton and Gallowgate - 03,calton-and-gallowgate-03,,1171,
calton-and-gallowgate-04,Calton and Gallowgate - 04,calton-and-gallowgate-04,,1172,
calton-and-gallowgate-05,Calton and Gallowgate - 05,calton-and-gallowgate-05,,1173,
cambusbarron-01,Cambusbarron - 01,cambusbarron-01,,1174,
cambusbarron-02,Cambusbarron - 02,cambusbarron-02,,1175,
cambusbarron-03,Cambusbarron - 03,cambusbarron-03,,1176,
cambusbarron-04,Cambusbarron - 04,cambusbarron-04,,1177,
cambusbarron-05,Cambusbarron - 05,cambusbarron-05,,1178,
cambusbarron-06,Cambusbarron - 06,cambusbarron-06,,1179,
cambuslang-central-01,Cambuslang Central - 01,cambuslang-central-01,,1180,
cambuslang-central-02,Cambuslang Central - 02,cambuslang-central-02,,1181,
cambuslang-central-03,Cambuslang Central - 03,cambuslang-central-03,,1182,
cambuslang-central-04,Cambuslang Central - 04,cambuslang-central-04,,1183,
cambuslang-central-05,Cambuslang Central - 05,cambuslang-central-05,,1184,
campbeltown-01,Campbeltown - 01,campbeltown-01,,1185,
campbeltown-02,Campbeltown - 02,campbeltown-02,,1186,
campbeltown-03,Campbeltown - 03,campbeltown-03,,1187,
campbeltown-04,Campbeltown - 04,campbeltown-04,,1188,
campbeltown-05,Campbeltown - 05,campbeltown-05,,1189,
campbeltown-06,Campbeltown - 06,campbeltown-06,,1190,
campbeltown-07,Campbeltown - 07,campbeltown-07,,1191,
canongate,Canongate,canongate,,1192,
canongate-southside-and-dumbiedykes-01,"Canongate, Southside and Dumbiedykes - 01",canongate-southside-and-dumbiedykes-01,,1193,
canongate-southside-and-dumbiedykes-02,"Canongate, Southside and Dumbiedykes - 02",canongate-southside-and-dumbiedykes-02,,1194,
canongate-southside-and-dumbiedykes-03,"Canongate, Southside and Dumbiedykes - 03",canongate-southside-and-dumbiedykes-03,,1195,
canongate-southside-and-dumbiedykes-04,"Canongate, Southside and Dumbiedykes - 04",canongate-southside-and-dumbiedykes-04,,1196,
canongate-southside-and-dumbiedykes-05,"Canongate, Southside and Dumbiedykes - 05",canongate-southside-and-dumbiedykes-05,,1197,
canongate-southside-and-dumbiedykes-06,"Canongate, Southside and Dumbiedykes - 06",canongate-southside-and-dumbiedykes-06,,1198,
canonmills-and-new-town-north-01,Canonmills and New Town North - 01,canonmills-and-new-town-north-01,,1199,
canonmills-and-new-town-north-02,Canonmills and New Town North - 02,canonmills-and-new-town-north-02,,1200,
canonmills-and-new-town-north-03,Canonmills and New Town North - 03,canonmills-and-new-town-north-03,,1201,
canonmills-and-new-town-north-04,Canonmills and New Town North - 04,canonmills-and-new-town-north-04,,1202,
capshard,Capshard,capshard,,1203,
cardenden-east,Cardenden East,cardenden-east,,1204,
cardenden-west,Cardenden West,cardenden-west,,1205,
cardonald-north-01,Cardonald North - 01,cardonald-north-01,,1206,
cardonald-north-02,Cardonald North - 02,cardonald-north-02,,1207,
cardonald-north-03,Cardonald North - 03,cardonald-north-03,,1208,
cardonald-north-04,Cardonald North - 04,cardonald-north-04,,1209,
cardonald-north-05,Cardonald North - 05,cardonald-north-05,,1210,
cardonald-south-and-east-01,Cardonald South and East - 01,cardonald-south-and-east-01,,1211,
cardonald-south-and-east-02,Cardonald South and East - 02,cardonald-south-and-east-02,,1212,
cardonald-south-and-east-03,Cardonald South and East - 03,cardonald-south-and-east-03,,1213,
cardonald-south-and-east-04,Cardonald South and East - 04,cardonald-south-and-east-04,,1214,
cardonald-west-and-central-01,Cardonald West and Central - 01,cardonald-west-and-central-01,,1215,
cardonald-west-and-central-02,Cardonald West and Central - 02,cardonald-west-and-central-02,,1216,
cardonald-west-and-central-03,Cardonald West and Central - 03,cardonald-west-and-central-03,,1217,
cardonald-west-and-central-04,Cardonald West and Central - 04,cardonald-west-and-central-04,,1218,
cardonald-west-and-central-05,Cardonald West and Central - 05,cardonald-west-and-central-05,,1219,
cardonald-west-and-central-06,Cardonald West and Central - 06,cardonald-west-and-central-06,,1220,
cardonald-west-and-central-07,Cardonald West and Central - 07,cardonald-west-and-central-07,,1221,
cardowan-and-millerston-01,Cardowan and Millerston - 01,cardowan-and-millerston-01,,1222,
cardowan-and-millerston-02,Cardowan and Millerston - 02,cardowan-and-millerston-02,,1223,
cardowan-and-millerston-03,Cardowan and Millerston - 03,cardowan-and-millerston-03,,1224,
cardowan-and-millerston-04,Cardowan and Millerston - 04,cardowan-and-millerston-04,,1225,
cardowan-and-millerston-05,Cardowan and Millerston - 05,cardowan-and-millerston-05,,1226,
cardrona,Cardrona,cardrona,,1227,
carfin-north-01,Carfin North - 01,carfin-north-01,,1228,
carfin-north-02,Carfin North - 02,carfin-north-02,,1229,
carfin-north-03,Carfin North - 03,carfin-north-03,,1230,
carfin-north-04,Carfin North - 04,carfin-north-04,,1231,
carfin-and-cleekhimin-01,Carfin and Cleekhimin - 01,carfin-and-cleekhimin-01,,1232,
carfin-and-cleekhimin-02,Carfin and Cleekhimin - 02,carfin-and-cleekhimin-02,,1233,
carfin-and-cleekhimin-03,Carfin and Cleekhimin - 03,carfin-and-cleekhimin-03,,1234,
carfin-and-cleekhimin-04,Carfin and Cleekhimin - 04,carfin-and-cleekhimin-04,,1235,
carfin-and-cleekhimin-05,Carfin and Cleekhimin - 05,carfin-and-cleekhimin-05,,1236,
carfin-and-cleekhimin-06,Carfin and Cleekhimin - 06,carfin-and-cleekhimin-06,,1237,
carfin-and-cleekhimin-07,Carfin and Cleekhimin - 07,carfin-and-cleekhimin-07,,1238,
carlops-romannobridge,Carlops Romannobridge,carlops-romannobridge,,1239,
carluke-east-01,Carluke East - 01,carluke-east-01,,1240,
carluke-east-02,Carluke East - 02,carluke-east-02,,1241,
carluke-east-03,Carluke East - 03,carluke-east-03,,1242,
carluke-east-04,Carluke East - 04,carluke-east-04,,1243,
carluke-east-05,Carluke East - 05,carluke-east-05,,1244,
carluke-north-01,Carluke North - 01,carluke-north-01,,1245,
carluke-north-02,Carluke North - 02,carluke-north-02,,1246,
carluke-north-03,Carluke North - 03,carluke-north-03,,1247,
carluke-north-04,Carluke North - 04,carluke-north-04,,1248,
carluke-south-01,Carluke South - 01,carluke-south-01,,1249,
carluke-south-02,Carluke South - 02,carluke-south-02,,1250,
carluke-south-03,Carluke South - 03,carluke-south-03,,1251,
carluke-south-04,Carluke South - 04,carluke-south-04,,1252,
carluke-west-01,Carluke West - 01,carluke-west-01,,1253,
carluke-west-02,Carluke West - 02,carluke-west-02,,1254,
carluke-west-03,Carluke West - 03,carluke-west-03,,1255,
carluke-west-04,Carluke West - 04,carluke-west-04,,1256,
carmondean-and-eliburn-north-01,Carmondean and Eliburn North - 01,carmondean-and-eliburn-north-01,,1257,
carmondean-and-eliburn-north-02,Carmondean and Eliburn North - 02,carmondean-and-eliburn-north-02,,1258,
carmondean-and-eliburn-north-03,Carmondean and Eliburn North - 03,carmondean-and-eliburn-north-03,,1259,
